Kegg-id	Pubchem-id	Chembl-id	CAS-number
cpd:C13301	586045	CHEMBL2106198	68630-75-1
cpd:C13309	586053		
cpd:C13310	586054	CHEMBL431753	122547-49-3
cpd:C13311	586055	CHEMBL2106179	110958-19-5
cpd:C13326	586070		145525-41-3
cpd:C13334	586078	CHEMBL1201753	147511-69-1
cpd:C13342	586086	CHEMBL312311	70-70-2
cpd:C13355	586099	CHEMBL36994	72432-10-1
cpd:C13358	586102	CHEMBL1200953	72590-77-3
cpd:C13364	586108		73310-10-8
cpd:C13373	586117	CHEMBL1236802	7440-63-3
cpd:C13376	586120	CHEMBL1200672	74849-93-7
cpd:C13377	586121		7487-94-7
cpd:C13378	586122		
cpd:C13383	586127	CHEMBL1451116	75-47-8
cpd:C13391	586133	CHEMBL1200706	21645-51-2
cpd:C13392	586134	CHEMBL3272628	275-51-4
cpd:C13400	586142		53664-49-6
cpd:C13403	586145		8000-95-1
cpd:C13409	586151		13463-67-7
cpd:C13410	586152	CHEMBL3184657	118712-89-3
cpd:C13414	586156	CHEMBL2146069	97683-31-3
cpd:C13415	586157	CHEMBL2104251	25154-80-7
cpd:C13416	586158		16680-47-0
cpd:C13422	586164	CHEMBL253988	3593-96-2
cpd:C13424	586166	CHEMBL2358658	263248-42-6
cpd:C13425	586167		
cpd:C13426	586168	CHEMBL3989901	123748-56-1
cpd:C13427	586169	CHEMBL3392049	13463-41-7
cpd:C13429	586171		8064-12-8
cpd:C13431	586173		14660-91-4
cpd:C13433	586175		
cpd:C13440	586181	CHEMBL1200971 CHEMBL4300002	3577-01-3
cpd:C13441	586182		3735-84-0
cpd:C13444	586185	CHEMBL282575	50-50-0
cpd:C13450	586191		12698-99-6
cpd:C13451	853865		12699-00-2
cpd:C13452	586192		1401-55-4
cpd:C13453	586193		8066-07-7
cpd:C13454	586194		
cpd:C13455	586195		
cpd:C13456	586196		
cpd:C13470		CHEMBL506569	17575-22-3
cpd:C13478	586216	CHEMBL2105689	187164-19-8
cpd:C13480	586218	CHEMBL1538	201341-05-1
cpd:C13482	586220	CHEMBL3109286	
cpd:C13487	853871		240494-70-6
cpd:C13493	853875	CHEMBL1231723	3055-99-0
cpd:C13494	586222		636582-62-2
cpd:C13500	853878		37280-56-1
cpd:C13503	853881	CHEMBL403063	298-83-9 38184-50-8
cpd:C13505	586227	CHEMBL1343544 CHEMBL1590946	52152-93-9 62587-73-9
cpd:C13508	586228		
cpd:C13511	853885		38658-53-6
cpd:C13515	586231		1310-82-3
cpd:C13522	853891	CHEMBL447629	488-41-5
cpd:C13523	853892		108153-74-8) (R1 = -H, R2 = -CH2COOH)
cpd:C13524	853893		51888-09-6
cpd:C13526	853895	CHEMBL1356785 CHEMBL1644069 CHEMBL445268	128-57-4
cpd:C13534	853901		5985-55-7
cpd:C13540	853907		5352-90-9
cpd:C13542	853909		81025-03-8
cpd:C13546	853911	CHEMBL1436121	119615-63-3
cpd:C13547	853912	CHEMBL2106905	56897-09-7
cpd:C13548	853913		55648-20-9
cpd:C13550	7846926	CHEMBL171804	474-73-7
cpd:C13553	853917		8068-28-8
cpd:C13554	586237		118244-45-4
cpd:C13556	853919		7758-23-8
cpd:C13557	853920	CHEMBL1644029	7757-79-1
cpd:C13558	853921	CHEMBL1060	7558-79-4
cpd:C13563	853926	CHEMBL1200574	7647-14-5
cpd:C13569	853932	CHEMBL2303619 CHEMBL409466	7059-24-7
cpd:C13587	853949		91032-34-7
cpd:C13588	853950		91032-36-9
cpd:C13591	853953	CHEMBL1200947	36592-77-5
cpd:C13610	853972	CHEMBL4297105	91032-37-0
cpd:C13612	853974	CHEMBL4297111	91032-38-1
cpd:C13613	853975	CHEMBL4297089	93616-27-4
cpd:C13619	853981		1327-53-3
cpd:C13620	586238	CHEMBL184450	79-94-7
cpd:C13621	586239	CHEMBL184398	6386-73-8
cpd:C13622	586240		29426-78-6
cpd:C13623	586241		6073-11-6
cpd:C13624	586242	CHEMBL418971	80-05-7
cpd:C13625	586243		13464-24-9
cpd:C13626	586244		79371-66-7
cpd:C13628	586245		163405-36-5
cpd:C13629	586246		154928-56-0
cpd:C13630	7846927	CHEMBL1080002	5725-91-7
cpd:C13631	586247		142648-65-5
cpd:C13632	586248	CHEMBL577240	72108-22-6
cpd:C13633	586249		92549-67-2
cpd:C13634	586250		139755-03-6
cpd:C13635	586251	CHEMBL1908015	5706-85-4
cpd:C13636	586252	CHEMBL3039093	3233-32-7
cpd:C13637	586253	CHEMBL108475	123-07-9
cpd:C13638	586254	CHEMBL507057	2380-91-8
cpd:C13639	853983		18760-80-0
cpd:C13645	586255	CHEMBL1231461	10035-10-6
cpd:C13646	586256	CHEMBL13790	48144-44-1
cpd:C13650	7846928	CHEMBL169901 CHEMBL433295	1131-64-2
cpd:C13651	853992		28270-04-4
cpd:C13652	853993	CHEMBL1078033 CHEMBL1200758	69-52-3
cpd:C13660	854001	CHEMBL3990694	144-29-6
cpd:C13662	854003		113-79-1
cpd:C13664	586257	CHEMBL317971	487-91-2
cpd:C13665	586258	CHEMBL266591	
cpd:C13666	586259	CHEMBL56564	89565-68-4
cpd:C13667	586260	CHEMBL222519	118876-58-7
cpd:C13668	586261	CHEMBL222418	115066-14-3
cpd:C13670	586262	CHEMBL61872	161832-65-1
cpd:C13671	586263	CHEMBL123132	140187-23-1
cpd:C13672	586264	CHEMBL13378	77521-29-0
cpd:C13673	586265	CHEMBL602962	
cpd:C13674	586266	CHEMBL25101	122306-11-0
cpd:C13675	586267	CHEMBL136800	154235-83-3
cpd:C13676	586268	CHEMBL105076	
cpd:C13677	586269		40748-21-8
cpd:C13678	586270		17804-54-5
cpd:C13679	586271		
cpd:C13680	586272		78697-56-0
cpd:C13681	854006		24564-52-1
cpd:C13682	586273	CHEMBL293950 CHEMBL4073773	23255-54-1
cpd:C13683	586274		34272-51-0
cpd:C13684	586275	CHEMBL1200588 CHEMBL1452303	21462-39-5
cpd:C13687	586276		20110-36-5
cpd:C13688	586277	CHEMBL178889	462-93-1
cpd:C13689	586278		
cpd:C13690	586279		51317-41-0
cpd:C13691	586280		38339-02-5
cpd:C13692	586281	CHEMBL116943	54-95-5
cpd:C13693	586282	CHEMBL312443	64603-91-4
cpd:C13694	586283	CHEMBL39071	64603-90-3
cpd:C13695	586284	CHEMBL20562	92138-10-8
cpd:C13696	586285		57376-72-4
cpd:C13697	586286	CHEMBL23832	91-40-7
cpd:C13698	586287	CHEMBL63323	4394-00-7
cpd:C13699	586288	CHEMBL1513985	723-62-6
cpd:C13700	586289	CHEMBL683	882-09-7
cpd:C13701	586290	CHEMBL23629	3307-39-9
cpd:C13702	586291	CHEMBL1162149	27816-59-7
cpd:C13703	586292	CHEMBL1406302	54197-31-8
cpd:C13704	586293		
cpd:C13705	586294	CHEMBL1256759	107254-86-4
cpd:C13706	586295	CHEMBL2074646	
cpd:C13707	586296	CHEMBL1201134	333963-40-9
cpd:C13708	586297	CHEMBL275084	28822-58-4
cpd:C13709	586298	CHEMBL183	102146-07-6
cpd:C13710	586299	CHEMBL311761	132033-91-1
cpd:C13711	586300	CHEMBL170539	
cpd:C13712	586301	CHEMBL207538 CHEMBL3138417 CHEMBL38856	516-54-1
cpd:C13713	586302	CHEMBL1256760	567-02-2
cpd:C13714	586303	CHEMBL285171	31004-76-9
cpd:C13715	586304	CHEMBL45830	27210-57-7
cpd:C13716	586305	CHEMBL269366	
cpd:C13717	586306	CHEMBL286453	50598-34-0
cpd:C13718	586307	CHEMBL1873703	60-57-1
cpd:C13719	586308	CHEMBL9514	31430-18-9
cpd:C13720	586309	CHEMBL34197	103620-92-4
cpd:C13721	586310		14568-16-2
cpd:C13722	586311		149091-93-0
cpd:C13723	586312		
cpd:C13724	586313		25191-25-7
cpd:C13725	586314	CHEMBL1731183	129-17-9
cpd:C13726	586315		
cpd:C13727	586316	CHEMBL204385	149091-92-9
cpd:C13728	586317	CHEMBL284348	504-24-5
cpd:C13729	586318	CHEMBL1200338	85371-64-8
cpd:C13730	586319	CHEMBL274226	
cpd:C13731	586320		136623-01-3
cpd:C13732	586321	CHEMBL1232313	14277-97-5
cpd:C13733	586322	CHEMBL27130	
cpd:C13734	586323	CHEMBL28862	76326-31-3
cpd:C13735	586324	CHEMBL39664	110347-85-8
cpd:C13736	586325	CHEMBL1329218 CHEMBL3302426 CHEMBL807	19982-08-2
cpd:C13737	586326	CHEMBL268055 CHEMBL284237	77086-21-6
cpd:C13738	586327	CHEMBL140784	138199-51-6
cpd:C13739	586328	CHEMBL299243	
cpd:C13740	586329	CHEMBL132722	
cpd:C13741	586330	CHEMBL133463	
cpd:C13742	586331	CHEMBL131890	
cpd:C13743	586332	CHEMBL335206	
cpd:C13744	586333	CHEMBL2407634	81790-82-1
cpd:C13745	586334	CHEMBL69234	149017-66-3
cpd:C13746	586335	CHEMBL1160031	12236-82-7
cpd:C13747	586336	CHEMBL1158	611-59-6
cpd:C13748	586337		123363-40-6
cpd:C13749	586338	CHEMBL286020	73384-60-8
cpd:C13750	586339		23509-16-2
cpd:C13751	586340	CHEMBL212579	2898-76-2
cpd:C13752	586341	CHEMBL211502	2038-35-9
cpd:C13753	586342		1144-27-0
cpd:C13756	854010	CHEMBL1200701	13412-64-1
cpd:C13757	586343	CHEMBL501134	35523-89-8
cpd:C13758	586344	CHEMBL1082832	71145-03-4
cpd:C13759	586345	CHEMBL93655	120934-96-5
cpd:C13760	586346		59946-73-5
cpd:C13761	586347	CHEMBL2151429	
cpd:C13762	586348	CHEMBL3638032	101342-80-7
cpd:C13763	854011	CHEMBL2074792	92302-55-1
cpd:C13764	854012	CHEMBL51149	16662-47-8
cpd:C13765	854013	CHEMBL125737	57010-31-8
cpd:C13766	854014	CHEMBL173809	78370-13-5
cpd:C13767	854015	CHEMBL342911	
cpd:C13768	7846929		1264-72-8
cpd:C13769	7846930	CHEMBL296035	54340-62-4
cpd:C13771	854017	CHEMBL148159	
cpd:C13772	854018	CHEMBL9484	68379-02-2
cpd:C13773	854019		86831-65-4
cpd:C13774	854020		9004-66-4
cpd:C13776	854021	CHEMBL327980	113558-89-7
cpd:C13777	854022	CHEMBL123558	149908-53-2
cpd:C13778	854023	CHEMBL338273	
cpd:C13779	854024	CHEMBL342375	
cpd:C13780	854025	CHEMBL319111	105431-72-9
cpd:C13781	854026		61036-64-4
cpd:C13782	854027	CHEMBL1396845 CHEMBL410063	57186-25-1
cpd:C13783	854028	CHEMBL117908	
cpd:C13784	854029	CHEMBL498270	
cpd:C13785	854030	CHEMBL116995	
cpd:C13786	854031	CHEMBL419380	14176-10-4
cpd:C13787	854032		
cpd:C13788	854033	CHEMBL321409	
cpd:C13789	854034		1394-02-1
cpd:C13790	854035		
cpd:C13791	854036		
cpd:C13792	854037		
cpd:C13793	854038		
cpd:C13794	854039	CHEMBL59190	90685-01-1
cpd:C13795	854040		
cpd:C13796	854041	CHEMBL32503	
cpd:C13797	854042		78774-26-2
cpd:C13798	854043	CHEMBL1973002	
cpd:C13799	854044	CHEMBL1412842 CHEMBL1441048	
cpd:C13800	854045		
cpd:C13802	854047	CHEMBL166290	71902-47-1
cpd:C13803	854048	CHEMBL190279	23930-19-0
cpd:C13804	854049	CHEMBL3137825	
cpd:C13805	854050		84454-35-3
cpd:C13806	854051	CHEMBL16117	115976-93-7
cpd:C13807	854052		
cpd:C13808	854053		
cpd:C13809	854054	CHEMBL1592632	
cpd:C13810	854055		85700-42-1
cpd:C13811	854056	CHEMBL3276110	142-88-1
cpd:C13812	854057		
cpd:C13813	854058		
cpd:C13814	854059		85611-86-5
cpd:C13815	854060	CHEMBL2074704	15959-61-2
cpd:C13816	854061		
cpd:C13817	854062	CHEMBL1741141	31356-94-2
cpd:C13818	854063		
cpd:C13819	854064		
cpd:C13820	854065	CHEMBL434045	163163-23-3
cpd:C13821	854066	CHEMBL2106073	
cpd:C13822	854067		
cpd:C13823	854068		
cpd:C13824	854069	CHEMBL1907717	
cpd:C13825	854070		
cpd:C13826	854071	CHEMBL41355	150812-12-7
cpd:C13827	854072	CHEMBL44618	67-66-3
cpd:C13828	854073	CHEMBL121229	
cpd:C13829	854074	CHEMBL321585	
cpd:C13830	854075	CHEMBL266510	187523-35-9
cpd:C13831	854076		
cpd:C13832	854077		
cpd:C13833	854078	CHEMBL384903	153587-01-0
cpd:C13834	854079	CHEMBL135694	
cpd:C13835	854080	CHEMBL33891	160383-80-2
cpd:C13836	854081		
cpd:C13837	854082		117210-14-7
cpd:C13838	854083		
cpd:C13840	854085	CHEMBL452887	10045-45-1
cpd:C13841	854086	CHEMBL472566	61-80-3
cpd:C13842	854087		
cpd:C13843	854088	CHEMBL1802675	
cpd:C13844	854089	CHEMBL1255655	60563-36-2
cpd:C13845	854090		
cpd:C13846	854091	CHEMBL88311	
cpd:C13847	854092		
cpd:C13848	854093	CHEMBL9653	
cpd:C13849	854094		
cpd:C13851	854096		
cpd:C13852	854097	CHEMBL28854	130800-90-7
cpd:C13853	854098	CHEMBL332826	
cpd:C13854	854099		
cpd:C13856	854101	CHEMBL122972	53847-30-6
cpd:C13857	854102	CHEMBL354786	
cpd:C13858	854103	CHEMBL1482516	544-62-7
cpd:C13859	854104	CHEMBL142186	
cpd:C13860	854105		34783-94-3
cpd:C13861	854106		
cpd:C13862	854107		
cpd:C13863	854108		
cpd:C13864	854109		
cpd:C13867	854112		
cpd:C13869	854114		
cpd:C13870	854115	CHEMBL118722	60-01-5
cpd:C13871	854116	CHEMBL504351	
cpd:C13872	854117		
cpd:C13874	854119		
cpd:C13875	854120	CHEMBL285376	
cpd:C13876	854121		
cpd:C13877	854122		
cpd:C13878	854123		
cpd:C13880	854125		
cpd:C13881	854126		22541-12-4
cpd:C13883	854128		
cpd:C13884	854129		22537-39-9
cpd:C13885	854130		
cpd:C13888	854133		
cpd:C13889	854134		
cpd:C13890	854135		
cpd:C13891	854136		
cpd:C13892	854137		
cpd:C13894	854139		
cpd:C13895	854140		
cpd:C13896	854141		
cpd:C13897	854142		
cpd:C13898	854143		
cpd:C13900	854145		
cpd:C13901	854146		
cpd:C13902	854147		
cpd:C13903	854148		
cpd:C13906	854151		127294-70-6
cpd:C13907	854152	CHEMBL374223	
cpd:C13908	854153		
cpd:C13909	854154		
cpd:C13910	854155	CHEMBL1276010	112-38-9
cpd:C13914	854158	CHEMBL322333	
cpd:C13915	854159		
cpd:C13916	854160		
cpd:C13918	854162		
cpd:C13920	854164		
cpd:C13921	854165		
cpd:C13922	854166		
cpd:C13923	854167		
cpd:C13924	854168		
cpd:C13925	854169		
cpd:C13926	854170		
cpd:C13927	854171	CHEMBL1098240	108687-79-2
cpd:C13929	854173		111944-83-3
cpd:C13931	854175	CHEMBL313747	112163-33-4
cpd:C13932	854176		25125-46-6
cpd:C13937	854181		
cpd:C13938	854182		
cpd:C13940	854184	CHEMBL1314924 CHEMBL1356785 CHEMBL1362935 CHEMBL2368547 CHEMBL445268	517-43-1
cpd:C13945	854188		
cpd:C13946	854189	CHEMBL447196	
cpd:C13947	854190		
cpd:C13948	854191		3109-58-8
cpd:C13949	854192		
cpd:C13952	854195		
cpd:C13958	854200	CHEMBL554608	
cpd:C13962	854204	CHEMBL1200729	982-57-0
cpd:C13963	7846932	CHEMBL54440	73573-88-3
cpd:C13964	854205	CHEMBL3188549	26016-98-8
cpd:C13967	854208	CHEMBL606260	4800-94-6
cpd:C13968	854209	CHEMBL1360024	30034-03-8
cpd:C13973	854214	CHEMBL3181832	7246-14-2
cpd:C13974	854215	CHEMBL501867	2068-78-2
cpd:C13976	854217	CHEMBL2105996	21649-57-0
cpd:C13978	854219	CHEMBL1411731	39878-70-1
cpd:C13980	854221	CHEMBL1201121 CHEMBL3186897	5321-32-4
cpd:C13993	854234		86393-32-0
cpd:C14001	854242	CHEMBL1200944	69388-84-7
cpd:C14002	854243	CHEMBL3989551	7179-49-9
cpd:C14007	854248	CHEMBL1201098	74356-00-6
cpd:C14010	854251	CHEMBL1200388	7081-44-9
cpd:C14015	854256		7491-10-3
cpd:C14021	854262	CHEMBL1200855	4697-14-7
cpd:C14029	854270	CHEMBL1200948	521-78-8
cpd:C14034	854275	CHEMBL702	61477-96-1
cpd:C14039	7846933	CHEMBL156455	75-35-4
cpd:C14040	7846934	CHEMBL165373	86-57-7
cpd:C14042	854281	CHEMBL1644695	7681-82-5
cpd:C14043	7846935		58889-18-2
cpd:C14044	854282		
cpd:C14045	854283		
cpd:C14049	854287	CHEMBL1923952	68797-35-3
cpd:C14053	854291	CHEMBL2356227	14271-04-6
cpd:C14054	854292		65914-79-6
cpd:C14055	854293		8067-24-1
cpd:C14056	854294	CHEMBL2106399	16846-34-7
cpd:C14057	854295	CHEMBL3251852	18361-46-1
cpd:C14058	854296	CHEMBL317991 CHEMBL3251853	18361-45-0
cpd:C14059	854297	CHEMBL3251854	18361-48-3
cpd:C14060	854298		18361-47-2
cpd:C14061	854299	CHEMBL3251855	18361-50-7
cpd:C14062	854300		18361-49-4
cpd:C14063	854301		78897-52-6
cpd:C14064	854302		1392-21-8
cpd:C14077	854314	CHEMBL262101	574-93-6
cpd:C14078	854315		573-58-0
cpd:C14079	854316	CHEMBL200715	18829-70-4
cpd:C14081	7846936		110952-54-0
cpd:C14082	854318	CHEMBL383808	90-12-0
cpd:C14083	854319		156757-20-9
cpd:C14084	854320		
cpd:C14085	854321		156605-21-9
cpd:C14086	854322		
cpd:C14087	854323		824-42-0
cpd:C14088	854324	CHEMBL448399	45848-87-1
cpd:C14089	854325	CHEMBL1288	4780-79-4
cpd:C14090	854326	CHEMBL3265260	66-77-3
cpd:C14091	854327	CHEMBL1160	86-55-5
cpd:C14092	854328		162794-84-5
cpd:C14093	854329		162794-82-3
cpd:C14094	854330		
cpd:C14095	854331		162794-83-4
cpd:C14096	854332		610-04-8
cpd:C14097	854333	CHEMBL4171541	606-19-9
cpd:C14098	854334	CHEMBL195895	91-57-6
cpd:C14099	854335	CHEMBL2289234	66-99-9
cpd:C14100	854336		51572-88-4
cpd:C14101	854337	CHEMBL114648	93-09-4
cpd:C14102	854338		127926-10-7
cpd:C14103	854339	CHEMBL1650625	50-85-1
cpd:C14104	854340		
cpd:C14105	854341		
cpd:C14106	854342		156605-24-2
cpd:C14107	854343		
cpd:C14108	854344		156605-23-1
cpd:C14109	854345		106420-93-3
cpd:C14110	854346	CHEMBL440107	3897-89-0
cpd:C14111	854347		1131-63-1
cpd:C14112	854348		14715-37-8
cpd:C14113	854349		13032-41-2
cpd:C14114	854350	CHEMBL1575635	119-64-2
cpd:C14115	854351		350044-88-1
cpd:C14116	854352		830357-87-4
cpd:C14117	854353		
cpd:C14118	854354		
cpd:C14119	854355		
cpd:C14120	854356		
cpd:C14123	7846938		
cpd:C14125	7846939		718595-27-8
cpd:C14126	7846940	CHEMBL134915	199666-03-0
cpd:C14127	7846941	CHEMBL2107723	185106-16-5
cpd:C14128	7846942	CHEMBL1624302	252198-68-8
cpd:C14129	7846943	CHEMBL291657	752253-39-7
cpd:C14130	7846944	CHEMBL108851	88-18-6
cpd:C14131	7846945	CHEMBL198877	531-95-3
cpd:C14132	7846946	CHEMBL195437	1806-26-4
cpd:C14133	7846947	CHEMBL1391	3424-82-6
cpd:C14134	7846948	CHEMBL3115201	58-72-0
cpd:C14135	7846949	CHEMBL1613260	101-61-1
cpd:C14136	7846950	CHEMBL196585	2971-36-0
cpd:C14137	7846951	CHEMBL138649	6665-83-4
cpd:C14138	7846952	CHEMBL30193	89-72-5
cpd:C14139	7846953	CHEMBL29398	99-71-8
cpd:C14142	7846954	CHEMBL27516	135-98-8
cpd:C14143	7846955		
cpd:C14144	7846956		138149-18-5
cpd:C14145	7846957		
cpd:C14146	7846958		50657-19-7
cpd:C14147	7846959	CHEMBL1231107	66215-27-8
cpd:C14148	7846960		
cpd:C14149	7846961		
cpd:C14150	7846962		765-30-0
cpd:C14151	7846963	CHEMBL1451395	119-13-1
cpd:C14152	7846964		148-03-8
cpd:C14153	7846965	CHEMBL120276	1721-51-3
cpd:C14154	7846966		490-23-3
cpd:C14155	7846967	CHEMBL120697	
cpd:C14156	7846968	CHEMBL121305	25612-59-3
cpd:C14157	7846969		
cpd:C14158	7846970		
cpd:C14159	7846971		
cpd:C14160	7846972		
cpd:C14161	7846973		
cpd:C14162	7846974		
cpd:C14163	7846975	CHEMBL1339216	118-55-8
cpd:C14164	7846976	CHEMBL1201327	85-36-9
cpd:C14165	7846977	CHEMBL1736	1949-45-7
cpd:C14166	7846978		470-68-8
cpd:C14167	7846979		500-34-5
cpd:C14168	7846980	CHEMBL1571562	25314-80-1
cpd:C14169	7846981	CHEMBL1740065	644-26-8
cpd:C14170	7846982	CHEMBL1458862	4136-97-4
cpd:C14171	7846983		536-25-4
cpd:C14172	7846984	CHEMBL1197	532-77-4
cpd:C14173	7846985	CHEMBL127865	136-82-3
cpd:C14174	7846986		
cpd:C14175	7846987	CHEMBL388558	84-66-2
cpd:C14176	7846988	CHEMBL196537	57-74-9
cpd:C14177	7846989		18416-85-8
cpd:C14178	7846990		25540-15-2
cpd:C14179	7846991		123-43-3
cpd:C14180	7846992		32260-87-0
cpd:C14181	17395257	CHEMBL168552	433-17-0
cpd:C14182	17395258	CHEMBL2324868	3701-01-7
cpd:C14183	7846993		58889-19-3
cpd:C14184	7846994	CHEMBL442231	2385-85-5
cpd:C14185	7846995	CHEMBL194400	76-44-8
cpd:C14186	7846996	CHEMBL1486524	1610-18-0
cpd:C14187	7846997	CHEMBL364900	789-02-6
cpd:C14188	7846998	CHEMBL224899	585-34-2
cpd:C14189	7846999	CHEMBL79850	14962-28-8
cpd:C14190	7847000	CHEMBL311000	67651-34-7
cpd:C14191	7847001		56858-70-9
cpd:C14192	7847002		79881-33-7
cpd:C14193	7847003		53905-28-5
cpd:C14194	7847004	CHEMBL83116	13049-13-3
cpd:C14195	7847005		28034-99-3
cpd:C14196	7847006	CHEMBL352220	100702-98-5
cpd:C14197	7847007		74443-60-0
cpd:C14198	7847008		153505-86-3
cpd:C14199	7847009	CHEMBL273933	35693-99-3
cpd:C14200	7847010	CHEMBL16217	98-54-4
cpd:C14201	7847011	CHEMBL14377	35065-27-1
cpd:C14202	7847012		33979-03-2
cpd:C14203	7847013		74443-64-4
cpd:C14204	7847014	CHEMBL491	52806-53-8
cpd:C14205	7847015	CHEMBL259327	140-66-9
cpd:C14206	7847016		119209-27-7
cpd:C14207	7847017		83792-61-4
cpd:C14208	7847018	CHEMBL196003 CHEMBL2068806	34184-77-5
cpd:C14209	7847019	CHEMBL1412489	5976-61-4
cpd:C14210	7847020	CHEMBL136576 CHEMBL195836 CHEMBL98138	1156-92-9
cpd:C14211	7847021	CHEMBL1450327	85-68-7
cpd:C14212	7847022	CHEMBL28211	1845-11-0
cpd:C14213	7847023	CHEMBL210868	603-45-2
cpd:C14214	7847024	CHEMBL272485	84-74-2
cpd:C14215	7847025	CHEMBL1392	131-56-6
cpd:C14216	7847026	CHEMBL384441	80-09-1
cpd:C14217	7847027	CHEMBL363803	575-43-9
cpd:C14218	7847028		629-41-4
cpd:C14219	7847029	CHEMBL108877	95-57-8
cpd:C14220	7847030	CHEMBL194859	611-99-4
cpd:C14221	7847031	CHEMBL195033	4250-77-5
cpd:C14222	7847032	CHEMBL85685	218-01-9
cpd:C14223	7847033	CHEMBL1528560	81-90-3
cpd:C14224	7847034	CHEMBL73380	92-69-3
cpd:C14225	7847035	CHEMBL371077	77-40-7
cpd:C14226	7847036	CHEMBL195693	80-46-6
cpd:C14227	7847037	CHEMBL1409747	117-84-0
cpd:C14228	7847038	CHEMBL346516	298-00-0
cpd:C14229	7847039	CHEMBL1222498	709-98-8
cpd:C14230	7847040	CHEMBL194487	1137-42-4
cpd:C14231	7847041	CHEMBL7747	20426-12-4
cpd:C14232	7847042	CHEMBL276473	2657-25-2
cpd:C14233	7847043	CHEMBL196731	659-22-3
cpd:C14234	7847044	CHEMBL269003	552-80-7
cpd:C14235	7847045	CHEMBL454511	115-86-6
cpd:C14236	7847046	CHEMBL193558	13037-86-0
cpd:C14237	7847047	CHEMBL194945	75938-34-0
cpd:C14238	7847048	CHEMBL592305	14868-03-2
cpd:C14239	7847049	CHEMBL194749	2529-64-8
cpd:C14240	7847050	CHEMBL1414950	103-23-1
cpd:C14241	7847051	CHEMBL73933	6515-37-3
cpd:C14242	7847052		5108-94-1
cpd:C14243	7847053	CHEMBL14702	79199-51-2
cpd:C14244	7847054	CHEMBL1388	103-16-2
cpd:C14245	7847055	CHEMBL194881	104-43-8
cpd:C14246	7847056	CHEMBL195890	34883-43-7
cpd:C14247	7847057	CHEMBL137283	2437-79-8
cpd:C14248	7847058	CHEMBL14295	2050-68-2
cpd:C14249	7847059	CHEMBL1387	68-23-5
cpd:C14250	7847060	CHEMBL194906	2132-70-9
cpd:C14251	7847061		56-33-7
cpd:C14252	7847062		1833-27-8
cpd:C14253	7847063	CHEMBL3188143	105-99-7
cpd:C14254	7847064	CHEMBL371356	1225-43-0
cpd:C14255	7847065	CHEMBL421672 CHEMBL425863	3704-09-4
cpd:C14256	7847066		564-35-2
cpd:C14257	7847067	CHEMBL166444	965-93-5
cpd:C14258	7847068	CHEMBL194805	599-64-4
cpd:C14259	17395259		1057-07-4
cpd:C14260	17395260	CHEMBL3184260	141-04-8
cpd:C14261	17395261	CHEMBL3182355	10161-33-8
cpd:C14262	17395262		539-08-2
cpd:C14263	17395263	CHEMBL416887	2142-01-0
cpd:C14264	17395264		24124-24-1
cpd:C14265	17395265		62133-07-7
cpd:C14266	17395266		101-92-8
cpd:C14267	17395267	CHEMBL298398	84-60-6
cpd:C14268	17395268	CHEMBL1770195	74738-17-3
cpd:C14269	17395269	CHEMBL3138083	1482-70-8
cpd:C14270	17395270	CHEMBL41172	108-43-0
cpd:C14271	17395271	CHEMBL1451179	94-96-2
cpd:C14272	17395272	CHEMBL3183573	3391-86-4
cpd:C14273	17395273	CHEMBL3186864	1117-86-8
cpd:C14274	17395274	CHEMBL1161944	15872-42-1
cpd:C14275	17395275	CHEMBL278980	110-00-9
cpd:C14276	17395276		33330-65-3
cpd:C14277	17395277	CHEMBL193377	93433-53-5
cpd:C14278	17395278		94871-36-0
cpd:C14279	17395279	CHEMBL189362	98-01-1
cpd:C14280	17395280		13529-27-6
cpd:C14281	17395281	CHEMBL351937	698-63-5
cpd:C14282	17395282		5857-37-4
cpd:C14283	17395283	CHEMBL1326877	131-53-3
cpd:C14284	17395284	CHEMBL124241	835-11-0
cpd:C14285	17395285	CHEMBL1625	131-57-7
cpd:C14286	17395286	CHEMBL63857	77-09-8
cpd:C14287	17395287	CHEMBL1795577	118-82-1
cpd:C14288	17395288	CHEMBL85728	101-77-9
cpd:C14289	17395289	CHEMBL345536	14187-32-7
cpd:C14290	17395290	CHEMBL97542	6515-36-2
cpd:C14291	17395291	CHEMBL416081	1563-66-2
cpd:C14292	17395292	CHEMBL33845	97-23-4
cpd:C14293	17395293		586-84-5
cpd:C14294	17395294	CHEMBL1325931	126-00-1
cpd:C14295	17395295		
cpd:C14296	17395296	CHEMBL487	82413-20-5
cpd:C14297	17395297	CHEMBL76398	92-88-6
cpd:C14298	17395298	CHEMBL138061	620-92-8
cpd:C14299	17395299	CHEMBL1884229	21725-46-2
cpd:C14300	17395300	CHEMBL1503330	131-18-0
cpd:C14301	17395301	CHEMBL228511	115-32-2
cpd:C14302	17395302	CHEMBL1892987	88-85-7
cpd:C14303	17395303	CHEMBL225546	517-09-9
cpd:C14304	17395304		17505-25-8
cpd:C14305	17395305	CHEMBL225563	18979-55-0
cpd:C14306	17395306		710-25-8
cpd:C14307	17395307	CHEMBL175602	71794-60-0
cpd:C14308	17395308	CHEMBL291057	40596-69-8
cpd:C14309	17395309		1125-78-6
cpd:C14310	17395310	CHEMBL461349	1918-02-1
