	KEGG	CAS	PUBCHEM	CHEBI	CHEMBL	SMILES
7533	cpd:C02692		5660.0	5711	CHEMBL1200829	CC1=CC2C(CC1)(C3(C(CC(C34CO4)O2)O)C)CO
7534	cpd:C11625	9005-65-6	13790.0	53426		CC1=CC2C3CC[C@](C3(CCC2C4(C1=CC(=O)CC4)C)C)(C)C(=O)C
7535	cpd:C00338		3631.0	16412		CC1=CC2CC3=C(C=CC(=O)N3)C4(C1)C2CCCN4
7536	cpd:C09112	30220-46-3	11304.0	5922	CHEMBL2165402 CHEMBL346507	CC1=CC=C(C2=CC=CC=C12)C
7537	cpd:C05443	67-97-0	7805.0	28940	CHEMBL1042 CHEMBL1365250 CHEMBL432780	CC1=CC=C(C=C1)Br
7538	cpd:C05447		7809.0	27393		CC1=CC=C(C=C1)C
7539	cpd:C10835	10590-85-9	13018.0	9687		CC1=CC=C(C=C1)C#C
7540	cpd:C05346	103782-08-7	7724.0	40808	CHEMBL1230997	CC1=CC=C(C=C1)C#N
7541	cpd:C06262	7723-14-0	8500.0	28659		CC1=CC=C(C=C1)C(=O)C
7542	cpd:C02499	90-43-7	5511.0	17043	CHEMBL108829	CC1=CC=C(C=C1)C(=O)C(C)CN2CCCCC2
7543	cpd:C02497	110-65-6	5509.0	16413	CHEMBL3187551	CC1=CC=C(C=C1)C(=O)C2=CC=C(N2C)CC(=O)O
7544	cpd:C02496	51-28-5	5508.0	42017	CHEMBL273386	CC1=CC=C(C=C1)C(=O)C2=CC=C(N2C)CC(=O)[O-]
7545	cpd:C06417	640-68-6	8652.0	27477	CHEMBL1232398	CC1=CC=C(C=C1)C(=O)C2=CC=CC=C2
7546	cpd:C00752	9002-04-4	4014.0	9574		CC1=CC=C(C=C1)C(=O)C2=CNC(=C2)C=CC(=O)NO
7547	cpd:C01673	32222-06-3	4817.0	17823	CHEMBL297508 CHEMBL3351073 CHEMBL846	CC1=CC=C(C=C1)C(=O)CN2C3=C(CCCC3)SC2=N
7548	cpd:C13958		854200.0	34150	CHEMBL554608	CC1=CC=C(C=C1)C(=O)CNC2=CC=CC=C2C
7549	cpd:C11226	60168-88-9	13405.0	4998	CHEMBL28971	CC1=CC=C(C=C1)C(=O)Cl
7550	cpd:C15026	118101-09-0	17396023.0	79548	CHEMBL9387	CC1=CC=C(C=C1)C(=O)N(C)C2=CC=C(C=C2)OCC(=O)NC3CCCCCC3
7551	cpd:C18651	2032-65-7	124489325.0	38508	CHEMBL1076495	CC1=CC=C(C=C1)C(=O)N2CC[C@@H](C2)CNC
7552	cpd:C18652	39196-18-4	124489326.0	38549		CC1=CC=C(C=C1)C(=O)N2CC[C@H](C2)CNC
7553	cpd:C15368	603-99-6	17396365.0	79870		CC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2OC(F)(F)F
7554	cpd:C15883		47205203.0	75407		CC1=CC=C(C=C1)C(=O)NCC(=O)NCC2=CC=NN2
7555	cpd:C15743		47205069.0	80071		CC1=CC=C(C=C1)C(=O)NCC2=CC=NN2
7556	cpd:C04924		7470.0	16121		CC1=CC=C(C=C1)C(=O)O
7557	cpd:C04905		7455.0	15797		CC1=CC=C(C=C1)C(=O)OC
7558	cpd:C19387	334-88-3	124490059.0	73716		CC1=CC=C(C=C1)C(=O)OC[C@H]2[C@@H](C[C@@H](O2)N3CN(C(=O)NC3=O)C)OC(=O)C4=CC=C(C=C4)C
7559	cpd:C13672	77521-29-0	586264.0	34018	CHEMBL13378	CC1=CC=C(C=C1)C(=O)ON=C(C2=CC=C(C=C2)Cl)N
7560	cpd:C04829		7390.0			CC1=CC=C(C=C1)C(C)(C)C
7561	cpd:C04914		7463.0	22407		CC1=CC=C(C=C1)C(C)C
7562	cpd:C13016	86832-68-0	583405.0	31363	CHEMBL2104060	CC1=CC=C(C=C1)C(C)CCC=O
7563	cpd:C08624	514-47-6	10817.0	4940	CHEMBL465181	CC1=CC=C(C=C1)C(C)O
7564	cpd:C02485	80995-97-7	5498.0	15408		CC1=CC=C(C=C1)C(C)OC(=O)C2CCC(C2(C)C)(C)C(=O)O
7565	cpd:C15100	33028-99-8	17396097.0	79619	CHEMBL77928	CC1=CC=C(C=C1)C(C2CC2)NC(=O)C3CCN(CC3)S(=O)(=O)C4=CC5=C(C=C4)OCCCO5
7566	cpd:C14990		17395987.0	79513		CC1=CC=C(C=C1)C2(C(=O)N(C(=O)N2)CC(=O)NCC(F)(F)F)C
7567	cpd:C14397	97-00-7	17395397.0	34718	CHEMBL292687	CC1=CC=C(C=C1)C2(C(=O)N(C(=O)N2)CC3=COC(=N3)C4=CC=CS4)C
7568	cpd:C01003		4249.0			CC1=CC=C(C=C1)C2(CCN(CC2)CCCC(=O)C3=CC=C(C=C3)F)O
7569	cpd:C02781	1949-89-9	5732.0	27411		CC1=CC=C(C=C1)C2=C(N3C=C(C=CC3=N2)C)CC(=O)N(C)C
7570	cpd:C14946		17395944.0	79470		CC1=CC=C(C=C1)C2=C(SC=C2)C(=O)NC3=CC=CC(=C3)N4C=NN=N4
7571	cpd:C09753	87440-56-0	11941.0	5381		CC1=CC=C(C=C1)C2=CC=C(C=C2)C
7572	cpd:C10380	520-65-0	12566.0	8896		CC1=CC=C(C=C1)C2=CC=CC=C2
7573	cpd:C14793		17395791.0	33993		CC1=CC=C(C=C1)C2=CCN(CC2)C(=O)C3=CC4=NNN=C4C=C3
7574	cpd:C14969		17395967.0	79493	CHEMBL485056	CC1=CC=C(C=C1)C2=CSC3=NC=NC(=C23)NCC(C)O
7575	cpd:C13556	7758-23-8	853919.0	35433		CC1=CC=C(C=C1)C2=C[N+]3=C(N2C4=CC=CC=C4)CCC3
7576	cpd:C15097		17396094.0	79616	CHEMBL382632	CC1=CC=C(C=C1)C2=NC(=CS2)C(=O)N(C)CCC3=CC=CC=N3
7577	cpd:C14951		17395949.0	79475	CHEMBL2005414	CC1=CC=C(C=C1)C2=NC(=CS2)C(=O)OC3=CC=C(C=C3)N4C=NN=N4
7578	cpd:C14712	95-82-9	17395711.0	34245	CHEMBL1406206	CC1=CC=C(C=C1)C2=NC(=NN2)SC(C)C(=O)NCC3=CC=CS3
7579	cpd:C14114	119-64-2	854350.0	35008	CHEMBL1575635	CC1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=O)N2N
7580	cpd:C13897		854142.0	35099		CC1=CC=C(C=C1)C2=NN(C(=C2)N)C3=CC=CC=C3
7581	cpd:C14280	13529-27-6	17395280.0	34769		CC1=CC=C(C=C1)C2=NN(C(C2)C3=CC=CO3)C(=O)CN4N=C(N=N4)C5=CC=CS5
7582	cpd:C15464		17396461.0	79961		CC1=CC=C(C=C1)C2=NN(C=C2C(=O)N(C)CC3=CC=CO3)CC4=CC=CC=C4
7583	cpd:C01289		4508.0	16511		CC1=CC=C(C=C1)C2=NN([N+](=N2)C3=C(C=C(C=C3)C4=CC(=C(C=C4)[N+]5=NC(=NN5C6=CC=C(C=C6)[N+](=O)[O-])C7=CC=CC=C7)OC)OC)C8=CC=C(C=C8)[N+](=O)[O-]
7584	cpd:C14983		17395981.0	79507		CC1=CC=C(C=C1)C2=NOC(=N2)CSC3=NN=NN3C4CCCC4
7585	cpd:C12366	150547-38-9	582756.0	32207		CC1=CC=C(C=C1)C2CC2(Br)Br
7586	cpd:C09975	135383-81-2	12161.0	28150		CC1=CC=C(C=C1)C=C
7587	cpd:C01542	95-48-7	4703.0	28054	CHEMBL46931	CC1=CC=C(C=C1)C=C(C(=O)O)S
7588	cpd:C05343		7721.0	27996 32803		CC1=CC=C(C=C1)CBr
7589	cpd:C18605	95737-68-1	124489279.0	39260	CHEMBL1883234	CC1=CC=C(C=C1)CC(=O)N2CC[C@@H](C2)CNC
7590	cpd:C18606	298-14-6	124489280.0	81862	CHEMBL2106975	CC1=CC=C(C=C1)CC(=O)N2CC[C@H](C2)CNC
7591	cpd:C12979	51762-05-1	583368.0	31379	CHEMBL3186538	CC1=CC=C(C=C1)CC2C(=O)N=C(S2)N3CCN(CC3)C4=CC=CC=C4
7592	cpd:C08661	509-16-0	10854.0	2934		CC1=CC=C(C=C1)CCC2=CC=C(C=C2)C
7593	cpd:C06861	36505-84-7	9079.0	3223	CHEMBL49	CC1=CC=C(C=C1)CCNN
7594	cpd:C06860	34841-39-9	9078.0	3219	CHEMBL894	CC1=CC=C(C=C1)CCN[NH3+].OS(=O)(=O)[O-]
7595	cpd:C18476	125116-23-6	124489150.0	81773	CHEMBL1883512	CC1=CC=C(C=C1)CC[C@@H](C2CC2)O
7596	cpd:C18477	88671-89-0	124489151.0	75281	CHEMBL1904430	CC1=CC=C(C=C1)CC[C@H](C2CC2)O
7597	cpd:C05344		7722.0	27719		CC1=CC=C(C=C1)CCl
7598	cpd:C14694	135-88-6	17395693.0	34877	CHEMBL1543632	CC1=CC=C(C=C1)CN(C)C(=O)COC(=O)C2=C(C(=C(N2)C)C(=O)OC)C
7599	cpd:C14206	119209-27-7	7847016.0	34826		CC1=CC=C(C=C1)CN(C)C(=O)COC(=O)CCC2=NC3=CC=CC=C3S2
7600	cpd:C14873	33388-14-6	17395871.0	35013		CC1=CC=C(C=C1)CN(C)CN2C(=O)C3(CCCCC3)NC2=O
7601	cpd:C14925		17395923.0	79450		CC1=CC=C(C=C1)CN2C(=O)C(=C(N(C2=O)C)N)N(C)C
7602	cpd:C14568	74712-19-9	17395568.0	34590		CC1=CC=C(C=C1)CN2CCCN(CC2)C(=O)C3=CC(=CC=C3)S(=O)(=O)NC4=CC=C(C=C4)C
7603	cpd:C15240		17396237.0	79742		CC1=CC=C(C=C1)CN2CCCN(CC2)S(=O)(=O)CCN3C=CC4=CC=CC=C4C3=O
7604	cpd:C14923		17395921.0	79448		CC1=CC=C(C=C1)CNC(=O)CCC2=C(NC(=NC2=O)C)C
7605	cpd:C09314	3902-71-4	11505.0	28329	CHEMBL1475	CC1=CC=C(C=C1)CO
7606	cpd:C13864		854109.0	34111		CC1=CC=C(C=C1)COC2=CC3=C(C=C2)C4=CC=CC=C4C(=O)O3
7607	cpd:C10696	1435-55-8	12879.0	5792	CHEMBL1906890 CHEMBL531472 CHEMBL602767	CC1=CC=C(C=C1)CON=C(N)N
7608	cpd:C10695	23510-81-8	12878.0	5769	CHEMBL3814665	CC1=CC=C(C=C1)CON=C(N)N.[N+](=O)(O)[O-]
7609	cpd:C15728		47205054.0	80057		CC1=CC=C(C=C1)CSCC(=O)NCC2=CC=NN2
7610	cpd:C05448		7810.0	27403		CC1=CC=C(C=C1)Cl
7611	cpd:C10021	5188-73-8	12207.0	2941	CHEMBL487810	CC1=CC=C(C=C1)I
7612	cpd:C05451		7813.0	2290		CC1=CC=C(C=C1)N
7613	cpd:C04925		7471.0	18056		CC1=CC=C(C=C1)N(C)C
7614	cpd:C18215		103061397.0	81592	CHEMBL2269051	CC1=CC=C(C=C1)N(C)CC2COCCC2O
7615	cpd:C01623		4774.0	73886		CC1=CC=C(C=C1)N(CC2=NC=CN2)C3=CC=C(C=C3)O
7616	cpd:C02828		5775.0	4223		CC1=CC=C(C=C1)N(CC2=NCCN2)C3=CC(=CC=C3)O
7617	cpd:C13769	54340-62-4	7846930.0	34593	CHEMBL296035	CC1=CC=C(C=C1)N(CCC#N)C(=O)COC(=O)CCC2=NC3=CC=CC=C3S2
7618	cpd:C10715	72520-92-4	12898.0	7891	CHEMBL1080061	CC1=CC=C(C=C1)N(SC(F)(Cl)Cl)S(=O)(=O)N(C)C
7619	cpd:C08698	2752-64-9	10891.0	6773	CHEMBL3400310	CC1=CC=C(C=C1)N.Cl
7620	cpd:C15073		17396070.0	79593	CHEMBL1628079	CC1=CC=C(C=C1)N2C(=NN=N2)SCC(=O)N3CCCC3C4=C(C=CC(=C4)OC)OC
7621	cpd:C14640	313-06-4	17395640.0	34745	CHEMBL1200973 CHEMBL1520443	CC1=CC=C(C=C1)N2C(=NN=N2)SCC3=CC(=NO3)C
7622	cpd:C14478	1882-82-2	17395478.0	34308		CC1=CC=C(C=C1)N2C(=NN=N2)SCC3=CN4C=CC=CC4=N3
7623	cpd:C12416		582806.0	31915		CC1=CC=C(C=C1)N2C(=O)C3=C(N=C2SCC=C)SC4=C3CCC4
7624	cpd:C12989	1946-82-3	583378.0	35704	CHEMBL1241437	CC1=CC=C(C=C1)N2C(=O)N=P3(C(=N2)C(=O)C)OCC(CO3)(C)C
7625	cpd:C09963	100560-66-5	12149.0	8306		CC1=CC=C(C=C1)N=C=S
7626	cpd:C10691	120931-43-3	12874.0	5617		CC1=CC=C(C=C1)N=NC2=CC=C(C=C2)N
7627	cpd:C11538		13705.0	3790 52491		CC1=CC=C(C=C1)N=NC2=CC=CC=C2
7628	cpd:C09980	500-62-9	12166.0	10089	CHEMBL1098658	CC1=CC=C(C=C1)N=O
7629	cpd:C09979	52617-32-0	12165.0	70327	CHEMBL510949	CC1=CC=C(C=C1)NC
7630	cpd:C05300	566-76-7	7684.0	776	CHEMBL1233720	CC1=CC=C(C=C1)NC(=O)C
7631	cpd:C14656	1838-56-8	17395656.0	34335	CHEMBL296830	CC1=CC=C(C=C1)NC(=O)C2=C(C=CC(=C2)F)F
7632	cpd:C14739		17395737.0		CHEMBL73796	CC1=CC=C(C=C1)NC(=O)C2=C(N=CC=C2)N3CCCC3
7633	cpd:C14541		17395541.0		CHEMBL72847	CC1=CC=C(C=C1)NC(=O)C2=CC(=C(C=C2)F)F
7634	cpd:C14007	74356-00-6	854248.0		CHEMBL1201098	CC1=CC=C(C=C1)NC(=O)C2=CC(=CC(=C2)Cl)Cl
7635	cpd:C15286		17396283.0	79788	CHEMBL3137915	CC1=CC=C(C=C1)NC(=O)C2=NN3C(=CC=NC3=N2)C
7636	cpd:C14062	18361-49-4	854300.0	34819		CC1=CC=C(C=C1)NC(=O)CC2=CC=CC=C2
7637	cpd:C14836		17395834.0	34500		CC1=CC=C(C=C1)NC(=O)CCCN2C(=O)C3(CCCC3)NC2=O
7638	cpd:C07629	54024-22-5	9831.0	4453	CHEMBL1533	CC1=CC=C(C=C1)NC(=O)CF
7639	cpd:C15353		17396350.0	79855		CC1=CC=C(C=C1)NC(=O)CN(C)C(=O)C2=C(C=C(C=C2)C)C
7640	cpd:C15651		17396641.0	50605		CC1=CC=C(C=C1)NC(=O)CN(C)C(=O)CC(C)C2=CC=CC=C2
7641	cpd:C15650		17396640.0	50604		CC1=CC=C(C=C1)NC(=O)CN(C)C(=O)CC2=CC=C(C=C2)C(F)(F)F
7642	cpd:C09962	18058-50-9	12148.0	5320		CC1=CC=C(C=C1)NC(=O)N
7643	cpd:C11056	131929-63-0	13238.0	9232	CHEMBL503450	CC1=CC=C(C=C1)NC(=O)N2CC2
7644	cpd:C13630	5725-91-7	7846927.0	34480	CHEMBL1080002	CC1=CC=C(C=C1)NC(=O)[C@@H](C)OC(=O)CCC2=NC3=CC=CC=C3S2
7645	cpd:C03959		6680.0			CC1=CC=C(C=C1)NC2=C3C(=C(C=C2)O)C(=O)C4=CC=CC=C4C3=O
7646	cpd:C09923	33716-82-4	12109.0	4041	CHEMBL487020	CC1=CC=C(C=C1)NC2=CC=CC=C2
7647	cpd:C14626	4213-40-5	17395626.0	34193		CC1=CC=C(C=C1)NC2=NC(=NC(=N2)N)CSC3=CC=CC=N3
7648	cpd:C15145		17396142.0	79663		CC1=CC=C(C=C1)NC2=NN=C(S2)SC(C)C(=O)N3CCCC3
7649	cpd:C08682	4829-28-1	10875.0	4848		CC1=CC=C(C=C1)NN
7650	cpd:C10318	149572-31-6	12504.0	3861	CHEMBL509065	CC1=CC=C(C=C1)NN.Cl
7651	cpd:C05354		7731.0			CC1=CC=C(C=C1)OC
7652	cpd:C06568		8797.0	7678		CC1=CC=C(C=C1)OC(=O)C
7653	cpd:C05301	362-05-0	7685.0	28744	CHEMBL467987	CC1=CC=C(C=C1)OC(=O)C(C)C
7654	cpd:C09774	94943-13-2	11962.0	847		CC1=CC=C(C=C1)OC(=O)C2=CC=CC=C2
7655	cpd:C15698		47205024.0	80032		CC1=CC=C(C=C1)OC(C)C(=O)NCC2=CC=NN2
7656	cpd:C15133		17396130.0	79651		CC1=CC=C(C=C1)OC2=CC=CC=C2NC(=O)C3=NN(C(=O)CC3)C
7657	cpd:C14630	378-38-1	17395630.0	34518	CHEMBL3250075	CC1=CC=C(C=C1)OC2=CC=CC=C2NC(=O)CSC3=NC=NN3
7658	cpd:C14277	93433-53-5	17395277.0	34325	CHEMBL193377	CC1=CC=C(C=C1)OCC2=NC(=CS2)CC(=O)NC3=CC=CC=C3C
7659	cpd:C15217		17396214.0	79729		CC1=CC=C(C=C1)OCC2=NC(=CS2)CC(=O)NC3=NC=CS3
7660	cpd:C14459	56892-30-9	17395459.0	34286	CHEMBL1908011	CC1=CC=C(C=C1)OCCN(C)C(=O)C2=CC=C(C=C2)N3CCCC3=O
7661	cpd:C15644	503620-39-1	17396634.0	80001	CHEMBL62880	CC1=CC=C(C=C1)OCCNC(=O)C2=CC=C(C=C2)NC(=O)C
7662	cpd:C03776		6529.0	28110		CC1=CC=C(C=C1)OP(=O)(OC2=CC=C(C=C2)C)OC3=CC=C(C=C3)C
7663	cpd:C09920	474-07-7	12106.0	3170	CHEMBL598951	CC1=CC=C(C=C1)OP(OC2=CC=C(C=C2)C)OC3=CC=C(C=C3)C
7664	cpd:C11792	469-79-4	13956.0	6125	CHEMBL47072	CC1=CC=C(C=C1)P(C2=CC=C(C=C2)C)C3=CC=C(C=C3)C
7665	cpd:C05449		7811.0	28533		CC1=CC=C(C=C1)S
7666	cpd:C03402		6232.0	29265		CC1=CC=C(C=C1)S(=NC2=CC=CC=C2)(=O)O
7667	cpd:C12935	27214-00-2	583324.0	31336	CHEMBL3707206	CC1=CC=C(C=C1)S(=O)(=O)CC2=NC3=CC=CC=C3OC2=O
7668	cpd:C04839		7397.0	1612		CC1=CC=C(C=C1)S(=O)(=O)Cl
7669	cpd:C07763	135-09-1	9965.0	5784	CHEMBL1763	CC1=CC=C(C=C1)S(=O)(=O)F
7670	cpd:C03446		6269.0	17218		CC1=CC=C(C=C1)S(=O)(=O)N
7671	cpd:C09552	65179-88-6	11743.0	9276		CC1=CC=C(C=C1)S(=O)(=O)N(C)C
7672	cpd:C15085		17396082.0	79604		CC1=CC=C(C=C1)S(=O)(=O)N2CCC[C@H]2C(=O)NCC3=C(N(N=C3C)CC4=CC=CC=C4)C
7673	cpd:C10357	72213-98-0	12543.0	7937		CC1=CC=C(C=C1)S(=O)(=O)NC
7674	cpd:C11306	110044-82-1	13481.0	2423	CHEMBL304784	CC1=CC=C(C=C1)S(=O)(=O)NC(=NCCCC(C(=O)OC)N)N
7675	cpd:C10445	30964-13-7	12628.0	520	CHEMBL487258	CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2CCCCC2
7676	cpd:C11783		13947.0	6941		CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2CCCCCC2
7677	cpd:C11789	3734-52-9	13953.0	6799	CHEMBL42615	CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2CCCCCCC2
7678	cpd:C00175	22541-53-3	3475.0	27638 48828		CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CC3CCCC3C2
7679	cpd:C02490		5503.0	27517		CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CCCCCC2
7680	cpd:C01156		4384.0	18030		CC1=CC=C(C=C1)S(=O)(=O)NC(C(C)C)C(=O)CCl
7681	cpd:C07622	137234-62-9	9824.0	10023	CHEMBL638	CC1=CC=C(C=C1)S(=O)(=O)NC(CC2=CC=CC=C2)C(=O)CCl
7682	cpd:C01073	3025-95-4	4311.0	16682		CC1=CC=C(C=C1)S(=O)(=O)NC(CCC(=O)N)C(=O)OC(C)C
7683	cpd:C01203		4427.0			CC1=CC=C(C=C1)S(=O)(=O)NC(CCCCN)C(=O)CCl
7684	cpd:C01111		4343.0	17508		CC1=CC=C(C=C1)S(=O)(=O)NC(CCCCN)C(=O)N
7685	cpd:C01226		4448.0	15560		CC1=CC=C(C=C1)S(=O)(=O)NC(CCCNC(=O)OCC2=CC=CC=C2)C(=O)O
7686	cpd:C14084		854320.0	38136		CC1=CC=C(C=C1)S(=O)(=O)NC2=NC3=CC=CC=C3C4=CC=CC=C42
7687	cpd:C03901	20960-92-3	6633.0	17195		CC1=CC=C(C=C1)S(=O)(=O)NC2CCCCC2
7688	cpd:C13620	79-94-7	586238.0	33217	CHEMBL184450	CC1=CC=C(C=C1)S(=O)(=O)NCCCCC(CO)N2C=NC3=C2NC=NC3=O
7689	cpd:C18382	5700-49-2	124489056.0	81719	CHEMBL3182879	CC1=CC=C(C=C1)S(=O)(=O)NCCCOCC(C)C
7690	cpd:C19569	4192-31-8	124490241.0	66951	CHEMBL3544790	CC1=CC=C(C=C1)S(=O)(=O)N[C@H](CC2=CC=CC=C2)C(=O)N[C@H](CCCN=C(N)N)C(=O)O
7691	cpd:C03230		6101.0	15976		CC1=CC=C(C=C1)S(=O)(=O)O
7692	cpd:C11774	67227-55-8	13938.0	8411	CHEMBL1742460	CC1=CC=C(C=C1)S(=O)(=O)O.C(CNCCS)C(=O)N
7693	cpd:C03916		6645.0	28610		CC1=CC=C(C=C1)S(=O)(=O)OC
7694	cpd:C11555	121010-58-0	13722.0	16067	CHEMBL282059	CC1=CC=C(C=C1)S(=O)(=O)OC2CCCCC2
7695	cpd:C19381	7099-43-6	124490053.0	82434		CC1=CC=C(C=C1)S(=O)(=O)OC[C@@H]2[C@@H]([C@@H]([C@@H]([C@@H](O2)SC)O)O)O
7696	cpd:C19419	420-12-2	124490091.0	30977	CHEMBL3184935	CC1=CC=C(C=C1)S(=O)(=O)O[C@@H]2CC[C@@]3([C@H]4CC[C@]5([C@H]([C@@H]4CC=C3C2)CC[C@H]5C(=O)C)C)C
7697	cpd:C19400	105-55-5	124490072.0	82448	CHEMBL1611590	CC1=CC=C(C=C1)S(=O)(=O)O[C@@H]2[C@@H](O[C@@H]([C@@H]2OC(=O)C)OC(=O)C)COC(=O)C
7698	cpd:C19420	103-11-7	124490092.0	82465	CHEMBL1574328	CC1=CC=C(C=C1)S(=O)(=O)O[C@H]2CC[C@@]3([C@H]4CC[C@]5([C@H]([C@@H]4CC=C3C2)CC[C@H]5C(=O)C)C)C
7699	cpd:C19401	641-48-5	124490073.0	82449		CC1=CC=C(C=C1)S(=O)(=O)O[C@H]2[C@@H](O[C@@H]([C@@H]2OC(=O)C)OC(=O)C)COC(=O)C
7700	cpd:C11491	10470-82-3	13661.0	7440	CHEMBL574023	CC1=CC=C(C=C1)S(=O)(=O)[N-][N+]#N
7701	cpd:C08625	1615-99-2	10818.0	5016		CC1=CC=C(C=C1)S(=O)O
7702	cpd:C13433		586175.0	35305		CC1=CC=C(C=C1)SCC(C(Cl)(Cl)Cl)O
7703	cpd:C13718	60-57-1	586307.0	34696	CHEMBL1873703	CC1=CC=C(C=C1)SCC2=C3C(=CC(=C2)F)COCO3
7704	cpd:C15525		17396517.0	10836 48967	CHEMBL127409	CC1=CC=C(C=C1)SCCNC(=O)C2=CC=CC=C2OCC3=CN4C=CC=CC4=N3
7705	cpd:C15311	3374-04-7	17396308.0	79813		CC1=CC=C(C=C1)SCCNC(=O)CN2C3=CC=CC=C3OC2=O
7706	cpd:C18522	374726-62-2	124489196.0	81802	CHEMBL271907	CC1=CC=C(C=C1)[C@@H](C2=CC=CC=C2C)Cl
7707	cpd:C19632	2140-29-6	124490284.0			CC1=CC=C(C=C1)[C@@]2(C3=CC=CC=C3C4=NC=CN42)CC5=CC=CC=C5
7708	cpd:C18523	139968-49-3	124489197.0	81803		CC1=CC=C(C=C1)[C@H](C2=CC=CC=C2C)Cl
7709	cpd:C19633	17606-72-3	124490285.0			CC1=CC=C(C=C1)[C@]2(C3=CC=CC=C3C4=NC=CN42)CC5=CC=CC=C5
7710	cpd:C08647	27661-36-5	10840.0	27475	CHEMBL1197952 CHEMBL3139872	CC1=CC=C(C=C1)[Hg]C2=CC=C(C=C2)C
7711	cpd:C04927		7473.0	18163		CC1=CC=C(C=C1)[N+](=O)[O-]
7712	cpd:C04913		7462.0	21511		CC1=CC=C(CC1)C(C)C
7713	cpd:C01621	82964-04-3	4773.0	48549	CHEMBL436	CC1=CC=C(CC1)N(CC2=NCCN2)C3=CC(=CC=C3)O
7714	cpd:C01620	7306-96-9	4772.0	15908 49060	CHEMBL2152047	CC1=CC=C(CC1)N(CC2=[NH+]CCN2)C3=CC(=CC=C3)O
7715	cpd:C10079	1621-84-7	12265.0	6006		CC1=CC=C(N1)C
7716	cpd:C13244	60-80-0	585988.0	31225	CHEMBL277474	CC1=CC=C(N1C)C(C)(C)CCCC(=O)C
7717	cpd:C10080	6147-11-1	12266.0	67547	CHEMBL323197	CC1=CC=C(O1)C
7718	cpd:C15300		17396297.0	79802		CC1=CC=C(O1)C(=O)NC2=NC(=C(S2)C(=O)C)C3=CC=CC=C3
7719	cpd:C14699	2597-11-7	17395698.0	34091		CC1=CC=C(O1)C(=O)OCC(=O)C2=C(C(=C(N2)C)C(=O)OC)C
7720	cpd:C09911	546-78-1	12097.0	9860		CC1=CC=C(O1)C=O
7721	cpd:C16676		51090999.0	80655		CC1=CC=C(O1)CN(CCN(C)C)C(=O)C2=CC=C(C=C2)C#N
7722	cpd:C16675		51090998.0	45126		CC1=CC=C(O1)CN(CCN(C)C)C(=O)C2=CC=CC(=C2)C#N
7723	cpd:C00885	22642-82-6	4141.0	17582 29780		CC1=CC=C(O1)C[N+](C)(C)C
7724	cpd:C11023		13206.0	7683		CC1=CC=C(O1)[N+](=O)[O-]
7725	cpd:C02218	1948-56-7	5284.0	17123		CC1=CC=C(OC1=O)C(=CC=CC(=C2C(=O)CC3C2(CCC4C3(CCC(=O)C4(C)C)C)C)C)C
7726	cpd:C02220		5285.0	16886		CC1=CC=C(OC1=O)C(=CC=CC(=C2C(=O)CC3C2(CCC4C3(CCC(C4(C)C)OC(=O)C)C)C)C)C
7727	cpd:C14755		17395753.0	34268	CHEMBL3187101	CC1=CC=C(S1)/C=C\2/C(=O)N(C(=C(C#N)C#N)S2)C
7728	cpd:C10328	480-79-5	12514.0	5935	CHEMBL488203	CC1=CC=C(S1)C
7729	cpd:C14359	55702-45-9	17395359.0	34225		CC1=CC=C(S1)C(=O)CN2C(=O)C(NC2=O)(C)C3=C(C=CC(=C3)F)F
7730	cpd:C14360	70362-47-9	17395360.0	34205	CHEMBL1797285	CC1=CC=C(S1)C(=O)CSC2=NN=CN2C3=CC=CC=C3OC
7731	cpd:C14801		17395799.0	34099		CC1=CC=C(S1)C(=O)CSC2=NNC(=N2)C3=CC=CS3
7732	cpd:C14313	485-63-2	17395313.0	50399	CHEMBL13486	CC1=CC=C(S1)C(=O)NCC(=O)NC2CCSC3=CC=CC=C23
7733	cpd:C15713	118399-22-7	47205039.0	80043	CHEMBL108308	CC1=CC=C(S1)C(=O)NCC2=CC=NN2
7734	cpd:C15004		17396001.0	79527		CC1=CC=C(S1)C(=O)OCC(=O)C2=CC3=C(C=C2)NC(=O)CC3
7735	cpd:C14450	106-47-8	17395450.0	20331	CHEMBL15888	CC1=CC=C(S1)C2=N/C(=C\C3=CC=CO3)/C(=O)O2
7736	cpd:C14451	106-43-4	17395451.0	34401	CHEMBL1797268	CC1=CC=C(S1)C2=N/C(=C\C3=CC=CS3)/C(=O)O2
7737	cpd:C15528		17396520.0			CC1=CC=C(S1)S(=O)(=O)NCC(=O)NC(C)C
7738	cpd:C09918	3687-28-3	12104.0	2920	CHEMBL1079777	CC1=CC=CC(=C1)C#N
7739	cpd:C09264	531-75-9	11455.0	4853	CHEMBL1624854 CHEMBL482581	CC1=CC=CC(=C1)C(=O)C
