Pubchem-id	Isomeric-SMILES	Canonical-SMILES	InChI
2471	CCCCNC1=C(C(=CC(=C1)C(=O)O)S(=O)(=O)N)OC2=CC=CC=C2	CCCCNC1=C(C(=CC(=C1)C(=O)O)S(=O)(=O)N)OC2=CC=CC=C2	InChI=1S/C17H20N2O5S/c1-2-3-9-19-14-10-12(17(20)21)11-15(25(18,22)23)16(14)24-13-7-5-4-6-8-13/h4-8,10-11,19H,2-3,9H2,1H3,(H,20,21)(H2,18,22,23)
77330	C1=CC=C2C(=C1)C=C(C(=C2N=NC3=C(C=C(C4=CC=CC=C43)S(=O)(=O)O)O)O)C(=O)O	C1=CC=C2C(=C1)C=C(C(=C2N=NC3=C(C=C(C4=CC=CC=C43)S(=O)(=O)O)O)O)C(=O)O	InChI=1S/C21H14N2O7S/c24-16-10-17(31(28,29)30)13-7-3-4-8-14(13)18(16)22-23-19-12-6-2-1-5-11(12)9-15(20(19)25)21(26)27/h1-10,24-25H,(H,26,27)(H,28,29,30)
2662	CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F	CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F	InChI=1S/C17H14F3N3O2S/c1-11-2-4-12(5-3-11)15-10-16(17(18,19)20)22-23(15)13-6-8-14(9-7-13)26(21,24)25/h2-10H,1H3,(H2,21,24,25)
8743	C1=C(NC(=CC1=O)C(=O)O)C(=O)O	C1=C(NC(=CC1=O)C(=O)O)C(=O)O	InChI=1S/C7H5NO5/c9-3-1-4(6(10)11)8-5(2-3)7(12)13/h1-2H,(H,8,9)(H,10,11)(H,12,13)
2720	C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N=CN2	C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N=CN2	InChI=1S/C7H6ClN3O4S2/c8-4-1-5-7(2-6(4)16(9,12)13)17(14,15)11-3-10-5/h1-3H,(H,10,11)(H2,9,12,13)
2722	C1=CC2=C(C(=C(C=C2Cl)Cl)O)N=C1	C1=CC2=C(C(=C(C=C2Cl)Cl)O)N=C1	InChI=1S/C9H5Cl2NO/c10-6-4-7(11)9(13)8-5(6)2-1-3-12-8/h1-4,13H
2741	C1=CC=C2C(=C1)C(=O)C=C(O2)C(=O)O	C1=CC=C2C(=C1)C(=O)C=C(O2)C(=O)O	InChI=1S/C10H6O4/c11-7-5-9(10(12)13)14-8-4-2-1-3-6(7)8/h1-5H,(H,12,13)
5281607	C1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O	C1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O	InChI=1S/C15H10O4/c16-10-6-11(17)15-12(18)8-13(19-14(15)7-10)9-4-2-1-3-5-9/h1-8,16-17H
323	C1=CC=C2C(=C1)C=CC(=O)O2	C1=CC=C2C(=C1)C=CC(=O)O2	InChI=1S/C9H6O2/c10-9-6-5-7-3-1-2-4-8(7)11-9/h1-6H
323	C1=CC=C2C(=C1)C=CC(=O)O2	C1=CC=C2C(=C1)C=CC(=O)O2	InChI=1S/C9H6O2/c10-9-6-5-7-3-1-2-4-8(7)11-9/h1-6H
122903	CC1=CC(=O)C(C(=O)O1)C(=O)C	CC1=CC(=O)C(C(=O)O1)C(=O)C	InChI=1S/C8H8O4/c1-4-3-6(10)7(5(2)9)8(11)12-4/h3,7H,1-2H3
11030137	C1=COC(=C1)C(=O)C2=CC=CO2	C1=COC(=C1)C(=O)C2=CC=CO2	InChI=1S/C9H6O3/c10-9(7-3-1-5-11-7)8-4-2-6-12-8/h1-6H
3033	C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl	C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl	InChI=1S/C14H11Cl2NO2/c15-10-5-3-6-11(16)14(10)17-12-7-2-1-4-9(12)8-13(18)19/h1-7,17H,8H2,(H,18,19)
57369792	C1=CC=C(C(=C1)CC(=O)OC2C(C(C(C(O2)C(=O)O)O)O)O)NC3=C(C=CC=C3Cl)Cl	C1=CC=C(C(=C1)CC(=O)OC2C(C(C(C(O2)C(=O)O)O)O)O)NC3=C(C=CC=C3Cl)Cl	InChI=1S/C20H19Cl2NO8/c21-10-5-3-6-11(22)14(10)23-12-7-2-1-4-9(12)8-13(24)30-20-17(27)15(25)16(26)18(31-20)19(28)29/h1-7,15-18,20,23,25-27H,8H2,(H,28,29)
46781257	C=CCOC(=O)C1[C@@H](C([C@H]([C@H](O1)OC(=O)CC2=CC=CC=C2NC3=C(C=CC=C3Cl)Cl)O)O)O	C=CCOC(=O)C1C(C(C(C(O1)OC(=O)CC2=CC=CC=C2NC3=C(C=CC=C3Cl)Cl)O)O)O	InChI=1S/C23H23Cl2NO8/c1-2-10-32-22(31)21-19(29)18(28)20(30)23(34-21)33-16(27)11-12-6-3-4-9-15(12)26-17-13(24)7-5-8-14(17)25/h2-9,18-21,23,26,28-30H,1,10-11H2/t18?,19-,20-,21?,23+/m1/s1
54676038	C1=CC=C2C(=C1)C(=C(C(=O)O2)CC3=C(C4=CC=CC=C4OC3=O)O)O	C1=CC=C2C(=C1)C(=C(C(=O)O2)CC3=C(C4=CC=CC=C4OC3=O)O)O	InChI=1S/C19H12O6/c20-16-10-5-1-3-7-14(10)24-18(22)12(16)9-13-17(21)11-6-2-4-8-15(11)25-19(13)23/h1-8,20-21H,9H2
3059	C1=CC(=C(C=C1C2=C(C=C(C=C2)F)F)C(=O)O)O	C1=CC(=C(C=C1C2=C(C=C(C=C2)F)F)C(=O)O)O	InChI=1S/C13H8F2O3/c14-8-2-3-9(11(15)6-8)7-1-4-12(16)10(5-7)13(17)18/h1-6,16H,(H,17,18)
50942	CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC3OCCO3	CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC3OCCO3	InChI=1S/C11H14N4O4/c1-13-9-8(10(16)14(2)11(13)17)15(6-12-9)5-7-18-3-4-19-7/h6-7H,3-5H2,1-2H3
68238	CC1=C(C(=O)C(=C(C1=O)C)C)C	CC1=C(C(=O)C(=C(C1=O)C)C)C	InChI=1S/C10H12O2/c1-5-6(2)10(12)8(4)7(3)9(5)11/h1-4H3
3182	CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(CO)O	CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(CO)O	InChI=1S/C10H14N4O4/c1-12-8-7(9(17)13(2)10(12)18)14(5-11-8)3-6(16)4-15/h5-6,15-16H,3-4H2,1-2H3
3308	CCC1=C2C(=CC=C1)C3=C(N2)C(OCC3)(CC)CC(=O)O	CCC1=C2C(=CC=C1)C3=C(N2)C(OCC3)(CC)CC(=O)O	InChI=1S/C17H21NO3/c1-3-11-6-5-7-12-13-8-9-21-17(4-2,10-14(19)20)16(13)18-15(11)12/h5-7,18H,3-4,8-10H2,1-2H3,(H,19,20)
3342	CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O	CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O	InChI=1S/C15H14O3/c1-11(15(16)17)12-6-5-9-14(10-12)18-13-7-3-2-4-8-13/h2-11H,1H3,(H,16,17)
5790	C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)F)CO)O	C1C(C(OC1N2C=C(C(=O)NC2=O)F)CO)O	InChI=1S/C9H11FN2O5/c10-4-2-12(9(16)11-8(4)15)7-1-5(14)6(3-13)17-7/h2,5-7,13-14H,1,3H2,(H,11,15,16)/t5-,6+,7+/m0/s1
3366	C1=NC(=O)NC(=C1F)N	C1=NC(=O)NC(=C1F)N	InChI=1S/C4H4FN3O/c5-2-1-7-4(9)8-3(2)6/h1H,(H3,6,7,8,9)
3371	C1=CC=C(C(=C1)C(=O)O)NC2=CC=CC(=C2)C(F)(F)F	C1=CC=C(C(=C1)C(=O)O)NC2=CC=CC(=C2)C(F)(F)F	InChI=1S/C14H10F3NO2/c15-14(16,17)9-4-3-5-10(8-9)18-12-7-2-1-6-11(12)13(19)20/h1-8,18H,(H,19,20)
38081	CC1=C(C=CC=C1NC2=C(C=CC=N2)C(=O)O)C(F)(F)F	CC1=C(C=CC=C1NC2=C(C=CC=N2)C(=O)O)C(F)(F)F	InChI=1S/C14H11F3N2O2/c1-8-10(14(15,16)17)5-2-6-11(8)19-12-9(13(20)21)4-3-7-18-12/h2-7H,1H3,(H,18,19)(H,20,21)
3394	CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)O	CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)O	InChI=1S/C15H13FO2/c1-10(15(17)18)12-7-8-13(14(16)9-12)11-5-3-2-4-6-11/h2-10H,1H3,(H,17,18)
5281616	C1=CC=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O	C1=CC=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O	InChI=1S/C15H10O5/c16-9-6-10(17)12-11(7-9)20-15(14(19)13(12)18)8-4-2-1-3-5-8/h1-7,16-17,19H
73801	CN(C)C1=CC2=C(C=C1)[NH+]=C3C(=CC(=O)C(=C3O2)O)C(=O)O.[Cl-]	CN(C)C1=CC2=C(C=C1)[NH+]=C3C(=CC(=O)C(=C3O2)O)C(=O)O.[Cl-]	InChI=1S/C15H12N2O5.ClH/c1-17(2)7-3-4-9-11(5-7)22-14-12(16-9)8(15(20)21)6-10(18)13(14)19;/h3-6,19H,1-2H3,(H,20,21);1H
5280961	C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O	C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O	InChI=1S/C15H10O5/c16-9-3-1-8(2-4-9)11-7-20-13-6-10(17)5-12(18)14(13)15(11)19/h1-7,16-18H
780	C1=CC(=C(C=C1O)CC(=O)O)O	C1=CC(=C(C=C1O)CC(=O)O)O	InChI=1S/C8H8O4/c9-6-1-2-7(10)5(3-6)4-8(11)12/h1-3,9-10H,4H2,(H,11,12)
135398638	C1=NC2=C(N1)C(=O)NC=N2	C1=NC2=C(N1)C(=O)NC=N2	InChI=1S/C5H4N4O/c10-5-3-4(7-1-6-3)8-2-9-5/h1-2H,(H2,6,7,8,9,10)
72899	C1=CC=C2C(=C1)C=C(N2)C(=O)O	C1=CC=C2C(=C1)C=C(N2)C(=O)O	InChI=1S/C9H7NO2/c11-9(12)8-5-6-3-1-2-4-7(6)10-8/h1-5,10H,(H,11,12)
10256	C1=CC=C2C(=C1)C(=CN2)C=O	C1=CC=C2C(=C1)C(=CN2)C=O	InChI=1S/C9H7NO/c11-6-7-5-10-9-4-2-1-3-8(7)9/h1-6,10H
3715	CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O	CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O	InChI=1S/C19H16ClNO4/c1-11-15(10-18(22)23)16-9-14(25-2)7-8-17(16)21(11)19(24)12-3-5-13(20)6-4-12/h3-9H,10H2,1-2H3,(H,22,23)
6544	CC1=CC(=O)CC(C1)(C)C	CC1=CC(=O)CC(C1)(C)C	InChI=1S/C9H14O/c1-7-4-8(10)6-9(2,3)5-7/h4H,5-6H2,1-3H3
34777	C1=CC(=CC(=C1)C=O)C=O	C1=CC(=CC(=C1)C=O)C=O	InChI=1S/C8H6O2/c9-5-7-2-1-3-8(4-7)6-10/h1-6H
68092	C1=CC=C2C(=C1)C=CN=C2C(=O)O	C1=CC=C2C(=C1)C=CN=C2C(=O)O	InChI=1S/C10H7NO2/c12-10(13)9-8-4-2-1-3-7(8)5-6-11-9/h1-6H,(H,12,13)
12575	COC1=C(C=C(C=C1)C(=O)O)O	COC1=C(C=C(C=C1)C(=O)O)O	InChI=1S/C8H8O4/c1-12-7-3-2-5(8(10)11)4-6(7)9/h2-4,9H,1H3,(H,10,11)
5280863	C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O	C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O	InChI=1S/C15H10O6/c16-8-3-1-7(2-4-8)15-14(20)13(19)12-10(18)5-9(17)6-11(12)21-15/h1-6,16-18,20H
3826	C1CN2C(=CC=C2C(=O)C3=CC=CC=C3)C1C(=O)O	C1CN2C(=CC=C2C(=O)C3=CC=CC=C3)C1C(=O)O	InChI=1S/C15H13NO3/c17-14(10-4-2-1-3-5-10)13-7-6-12-11(15(18)19)8-9-16(12)13/h1-7,11H,8-9H2,(H,18,19)
3828	CC1=CC(=O)C2=C(C3=C(C(=C2O1)OC)OC=C3)OC	CC1=CC(=O)C2=C(C3=C(C(=C2O1)OC)OC=C3)OC	InChI=1S/C14H12O5/c1-7-6-9(15)10-11(16-2)8-4-5-18-12(8)14(17-3)13(10)19-7/h4-6H,1-3H3
3830	C1=COC(=C1)CNC2=NC=NC3=C2NC=N3	C1=COC(=C1)CNC2=NC=NC3=C2NC=N3	InChI=1S/C10H9N5O/c1-2-7(16-3-1)4-11-9-8-10(13-5-12-8)15-6-14-9/h1-3,5-6H,4H2,(H2,11,12,13,14,15)
3840	C1=C(OC=C(C1=O)O)CO	C1=C(OC=C(C1=O)O)CO	InChI=1S/C6H6O4/c7-2-4-1-5(8)6(9)3-10-4/h1,3,7,9H,2H2
60825	C1[C@H](O[C@H](S1)CO)N2C=CC(=NC2=O)N	C1C(OC(S1)CO)N2C=CC(=NC2=O)N	InChI=1S/C8H11N3O3S/c9-5-1-2-11(8(13)10-5)6-4-15-7(3-12)14-6/h1-2,6-7,12H,3-4H2,(H2,9,10,13)/t6-,7+/m0/s1
135403796	C12=C(NC(=O)C(=O)N1)N=C(NC2=O)N	C12=C(NC(=O)C(=O)N1)N=C(NC2=O)N	InChI=1S/C6H5N5O3/c7-6-10-2-1(3(12)11-6)8-4(13)5(14)9-2/h(H,8,13)(H4,7,9,10,11,12,14)
5280445	C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O	C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O	InChI=1S/C15H10O6/c16-8-4-11(19)15-12(20)6-13(21-14(15)5-8)7-1-2-9(17)10(18)3-7/h1-6,16-19H
4044	CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C	CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C	InChI=1S/C15H15NO2/c1-10-6-5-9-13(11(10)2)16-14-8-4-3-7-12(14)15(17)18/h3-9,16H,1-2H3,(H,17,18)
54677470	CC1=CN=C(S1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)O	CC1=CN=C(S1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)O	InChI=1S/C14H13N3O4S2/c1-8-7-15-14(22-8)16-13(19)11-12(18)9-5-3-4-6-10(9)23(20,21)17(11)2/h3-7,18H,1-2H3,(H,15,16,19)
23665888	CC1(CC(=O)C2=CC=CC=C2C1=O)S(=O)(=O)[O-].[Na+]	CC1(CC(=O)C2=CC=CC=C2C1=O)S(=O)(=O)[O-].[Na+]	InChI=1S/C11H10O5S.Na/c1-11(17(14,15)16)6-9(12)7-4-2-3-5-8(7)10(11)13;/h2-5H,6H2,1H3,(H,14,15,16);/q;+1/p-1
4055	CC1=CC(=O)C2=CC=CC=C2C1=O	CC1=CC(=O)C2=CC=CC=C2C1=O	InChI=1S/C11H8O2/c1-7-6-10(12)8-4-2-3-5-9(8)11(7)13/h2-6H,1H3
667490	C1=NC2=C(N1)C(=S)N=CN2	C1=NC2=C(N1)C(=S)N=CN2	InChI=1S/C5H4N4S/c10-5-3-4(7-1-6-3)8-2-9-5/h1-2H,(H2,6,7,8,9,10)
6292	CC1=CC=CC=C1N2C(=NC3=CC=CC=C3C2=O)C	CC1=CC=CC=C1N2C(=NC3=CC=CC=C3C2=O)C	InChI=1S/C16H14N2O/c1-11-7-3-6-10-15(11)18-12(2)17-14-9-5-4-8-13(14)16(18)19/h3-10H,1-2H3
126941	CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O	CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O	InChI=1S/C20H22N8O5/c1-28(9-11-8-23-17-15(24-11)16(21)26-20(22)27-17)12-4-2-10(3-5-12)18(31)25-13(19(32)33)6-7-14(29)30/h2-5,8,13H,6-7,9H2,1H3,(H,25,31)(H,29,30)(H,32,33)(H4,21,22,23,26,27)/t13-/m0/s1
6082	CC(C(C1=C(C=CC(=C1)OC)OC)O)N	CC(C(C1=C(C=CC(=C1)OC)OC)O)N	InChI=1S/C11H17NO3/c1-7(12)11(13)9-6-8(14-2)4-5-10(9)15-3/h4-7,11,13H,12H2,1-3H3
4114	COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2	COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2	InChI=1S/C12H8O4/c1-14-12-10-8(4-5-15-10)6-7-2-3-9(13)16-11(7)12/h2-6H,1H3
16219651	C1=CC(=C(C=C1O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O.O	C1=CC(=C(C=C1O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O.O	InChI=1S/C15H10O7.H2O/c16-6-1-2-8(9(18)3-6)15-14(21)13(20)12-10(19)4-7(17)5-11(12)22-15;/h1-5,16-19,21H;1H2
5281672	C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O	C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O	InChI=1S/C15H10O8/c16-6-3-7(17)11-10(4-6)23-15(14(22)13(11)21)5-1-8(18)12(20)9(19)2-5/h1-4,16-20,22H
4421	CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O	CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O	InChI=1S/C12H12N2O3/c1-3-14-6-9(12(16)17)10(15)8-5-4-7(2)13-11(8)14/h4-6H,3H2,1-2H3,(H,16,17)
932	C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O	C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O	InChI=1S/C15H12O5/c16-9-3-1-8(2-4-9)13-7-12(19)15-11(18)5-10(17)6-14(15)20-13/h1-6,13,16-18H,7H2
4756	C1=CC=C(C=C1)N=NC2=C(N=C(C=C2)N)N	C1=CC=C(C=C1)N=NC2=C(N=C(C=C2)N)N	InChI=1S/C11H11N5/c12-10-7-6-9(11(13)14-10)16-15-8-4-2-1-3-5-8/h1-7H,(H4,12,13,14)
6041	CNC[C@@H](C1=CC(=CC=C1)O)O	CNCC(C1=CC(=CC=C1)O)O	InChI=1S/C9H13NO2/c1-10-6-9(12)7-3-2-4-8(11)5-7/h2-5,9-12H,6H2,1H3/t9-/m0/s1
68099	C1=C(C=C(C(=C1O)C=O)O)O	C1=C(C=C(C(=C1O)C=O)O)O	InChI=1S/C7H6O4/c8-3-5-6(10)1-4(9)2-7(5)11/h1-3,9-11H
4921319	C1=C(C=C(C(=C1N)O)[N+](=O)[O-])[N+](=O)[O-]	C1=C(C=C(C(=C1N)O)[N+](=O)[O-])[N+](=O)[O-]	InChI=1S/C6H5N3O5/c7-4-1-3(8(11)12)2-5(6(4)10)9(13)14/h1-2,10H,7H2
4831	CCN1C=C(C(=O)C2=CN=C(N=C21)N3CCNCC3)C(=O)O	CCN1C=C(C(=O)C2=CN=C(N=C21)N3CCNCC3)C(=O)O	InChI=1S/C14H17N5O3/c1-2-18-8-10(13(21)22)11(20)9-7-16-14(17-12(9)18)19-5-3-15-4-6-19/h7-8,15H,2-6H2,1H3,(H,21,22)
54676228	CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3	CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3	InChI=1S/C15H13N3O4S/c1-18-13(15(20)17-12-8-4-5-9-16-12)14(19)10-6-2-3-7-11(10)23(18,21)22/h2-9,19H,1H3,(H,16,17,20)
4993	CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl	CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl	InChI=1S/C12H13ClN4/c1-2-9-10(11(14)17-12(15)16-9)7-3-5-8(13)6-4-7/h3-6H,2H2,1H3,(H4,14,15,16,17)
5280343	C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O	C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O	InChI=1S/C15H10O7/c16-7-4-10(19)12-11(5-7)22-15(14(21)13(12)20)6-1-2-8(17)9(18)3-6/h1-5,16-19,21H
6307	CCC1NC2=CC(=C(C=C2C(=O)N1)S(=O)(=O)N)Cl	CCC1NC2=CC(=C(C=C2C(=O)N1)S(=O)(=O)N)Cl	InChI=1S/C10H12ClN3O3S/c1-2-9-13-7-4-6(11)8(18(12,16)17)3-5(7)10(15)14-9/h3-4,9,13H,2H2,1H3,(H,14,15)(H2,12,16,17)
67050	C1(=C(C(=O)C(=O)C(=O)C1=O)O)O	C1(=C(C(=O)C(=O)C(=O)C1=O)O)O	InChI=1S/C6H2O6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h7-8H
5090	CS(=O)(=O)C1=CC=C(C=C1)C2=C(C(=O)OC2)C3=CC=CC=C3	CS(=O)(=O)C1=CC=C(C=C1)C2=C(C(=O)OC2)C3=CC=CC=C3	InChI=1S/C17H14O4S/c1-22(19,20)14-9-7-12(8-10-14)15-11-21-17(18)16(15)13-5-3-2-4-6-13/h2-10H,11H2,1H3
5161	C1=CC=C(C(=C1)C(=O)OC2=CC=CC=C2C(=O)O)O	C1=CC=C(C(=C1)C(=O)OC2=CC=CC=C2C(=O)O)O	InChI=1S/C14H10O5/c15-11-7-3-1-5-9(11)14(18)19-12-8-4-2-6-10(12)13(16)17/h1-8,15H,(H,16,17)
464205	C[C@H](CN1C=NC2=C(N=CN=C21)N)OCP(=O)(O)O	CC(CN1C=NC2=C(N=CN=C21)N)OCP(=O)(O)O	InChI=1S/C9H14N5O4P/c1-6(18-5-19(15,16)17)2-14-4-13-7-8(10)11-3-12-9(7)14/h3-4,6H,2,5H2,1H3,(H2,10,11,12)(H2,15,16,17)/t6-/m1/s1
54677971	CN1C(=C(C2=C(S1(=O)=O)C=CS2)O)C(=O)NC3=CC=CC=N3	CN1C(=C(C2=C(S1(=O)=O)C=CS2)O)C(=O)NC3=CC=CC=N3	InChI=1S/C13H11N3O4S2/c1-16-10(13(18)15-9-4-2-3-6-14-9)11(17)12-8(5-7-21-12)22(16,19)20/h2-7,17H,1H3,(H,14,15,18)
73252	C1(=C(C(=O)C(=O)C(=C1Cl)Cl)Cl)Cl	C1(=C(C(=O)C(=O)C(=C1Cl)Cl)Cl)Cl	InChI=1S/C6Cl4O2/c7-1-2(8)4(10)6(12)5(11)3(1)9
5424	C1(=C(C(=O)C(=C(C1=O)O)O)O)O	C1(=C(C(=O)C(=C(C1=O)O)O)O)O	InChI=1S/C6H4O6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h7-8,11-12H
5429	CN1C=NC2=C1C(=O)NC(=O)N2C	CN1C=NC2=C1C(=O)NC(=O)N2C	InChI=1S/C7H8N4O2/c1-10-3-8-5-4(10)6(12)9-7(13)11(5)2/h3H,1-2H3,(H,9,12,13)
2153	CN1C2=C(C(=O)N(C1=O)C)NC=N2	CN1C2=C(C(=O)N(C1=O)C)NC=N2	InChI=1S/C7H8N4O2/c1-10-5-4(8-3-9-5)6(12)11(2)7(10)13/h3H,1-2H3,(H,8,9)
6202	CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO.Cl.[Cl-]	CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO.Cl.[Cl-]	InChI=1S/C12H17N4OS.2ClH/c1-8-11(3-4-17)18-7-16(8)6-10-5-14-9(2)15-12(10)13;;/h5,7,17H,3-4,6H2,1-2H3,(H2,13,14,15);2*1H/q+1;;/p-1
2723601	C1=NC2=C(N1)C(=S)N=C(N2)N	C1=NC2=C(N1)C(=S)N=C(N2)N	InChI=1S/C5H5N5S/c6-5-9-3-2(4(11)10-5)7-1-8-3/h1H,(H4,6,7,8,9,10,11)
11122	CC1=CC(=O)C=CC1=O	CC1=CC(=O)C=CC1=O	InChI=1S/C7H6O2/c1-5-4-6(8)2-3-7(5)9/h2-4H,1H3
5546	C1=CC=C(C=C1)C2=NC3=C(N=C(N=C3N=C2N)N)N	C1=CC=C(C=C1)C2=NC3=C(N=C(N=C3N=C2N)N)N	InChI=1S/C12H11N7/c13-9-7(6-4-2-1-3-5-6)16-8-10(14)18-12(15)19-11(8)17-9/h1-5H,(H6,13,14,15,17,18,19)
5560	C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)NC(N2)C(Cl)Cl	C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)NC(N2)C(Cl)Cl	InChI=1S/C8H8Cl3N3O4S2/c9-3-1-4-6(2-5(3)19(12,15)16)20(17,18)14-8(13-4)7(10)11/h1-2,7-8,13-14H,(H2,12,15,16)
5578	COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N	COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N	InChI=1S/C14H18N4O3/c1-19-10-5-8(6-11(20-2)12(10)21-3)4-9-7-17-14(16)18-13(9)15/h5-7H,4H2,1-3H3,(H4,15,16,17,18)
6029	C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O	C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)O	InChI=1S/C9H12N2O6/c12-3-4-6(14)7(15)8(17-4)11-2-1-5(13)10-9(11)16/h1-2,4,6-8,12,14-15H,3H2,(H,10,13,16)/t4-,6-,7-,8-/m1/s1
1183	COC1=C(C=CC(=C1)C=O)O	COC1=C(C=CC(=C1)C=O)O	InChI=1S/C8H8O3/c1-11-8-4-6(5-9)2-3-7(8)10/h2-5,10H,1H3
135403800	C1=NC2=C(C(=O)NC(=N2)N)NC1=O	C1=NC2=C(C(=O)NC(=N2)N)NC1=O	InChI=1S/C6H5N5O2/c7-6-10-4-3(5(13)11-6)9-2(12)1-8-4/h1H,(H,9,12)(H3,7,8,10,11,13)
